id,generation,emotion,source,target
06422,10s,긍정,"오늘 날씨 개이득이라서 인생샷 찍으러 갔는데, 감성폭발하는 순간이었다!","오늘 날씨가 좋아서 멋진 사진을 찍으러 갔는데, 정말 감동적인 순간이었다!"
06423,20s,긍정,"오늘 친구랑 감성샷 찍으러 갔는데, 진짜 갓벽한 장소였어! ㅋㅋ","오늘 친구와 감성적인 사진을 찍으러 갔는데, 정말 완벽한 장소였어요! ㅎㅎ"
06424,20s,긍정,요즘 너또다 하는 거 보면 진짜 내 인생샷 찍고 싶어지는 갓생이야.,요즘 너를 보니 정말 내 인생 사진을 찍고 싶어지는 멋진 하루야.
06425,10s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가기로 했는데, 갓벽한 날씨라서 너무 기대돼!","이번 주말에 친구들과 감성적인 사진을 찍으러 가기로 했는데, 대단히 좋은 날씨라서 무척 기대돼!"
06426,20s,중립,"오늘은 갓생을 살아보려고 하는데, 애들 다 노잼이라고 해서 약간 불안하네 ㅎㅎ.","오늘은 의미 있게 시간을 보내보려고 하는데, 친구들이 다 재미없다고 해서 약간 걱정되네요."
06427,20s,긍정,오늘 완소남이랑 같이 밥플릭스 하니까 꿀잼이었어! ㅇㅈ이지?,오늘 존경하는 친구와 함께 영화를 보니 정말 재미있었어요! 인정하죠?
06428,20s,긍정,"오늘 저녁에 혼술 하면서 감성샷 찍으러 갈 건데, 너도 ㄴㅇㄱ?","오늘 저녁에 혼자 술 한잔 하면서 예쁜 사진 찍으러 갈 건데, 너도 올래?"
06429,10s,긍정,"오늘 갑분싸한 날인데, 그래도 꿀잼 영상 하나 발견했어!","오늘 갑자기 분위기가 싸해진 날인데, 그래도 재미있는 영상을 하나 발견했어!"
06430,10s,긍정,"이번 주말에 친구들이랑 랜선모임 하는데, 꿀잼 확실해 ㅎㅎ","이번 주말에 친구들과 온라인 모임을 하는데, 정말 재미있을 것 같아요."
06431,10s,긍정,오늘은 꿀잼인 ㅇㅈ이지? 다들 시청각 자료로 감성폭발 해보자!,오늘은 정말 재미있지? 모두 시청각 자료로 감성을 폭발시켜 보자!
06432,20s,부정,"어제 친구랑 감성샷 찍으러 갔는데, 갑분싸 분위기라서 조금 기분이 언짢았어.","어제 친구와 함께 감성 있는 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 좀 기분이 나빴어요."
06433,10s,긍정,요즘 인스타에서 감성샷 귀엽다면서 바로 찐이다 ㅋㅋ,요즘 인스타그램에서 감성 있는 사진이 귀엽다고 하면서 진짜라고 하더라.
06434,20s,긍정,"오늘 혼밥하면서 감성샷 찍었는데, 갓생의 기운이 느껴지더라 ㅎㅎ.","오늘 혼자 밥을 먹으면서 감성적인 사진을 찍었는데, 삶의 좋은 기운이 느껴지더라."
06435,20s,긍정,"요즘 감성샷 찍는 게 완전 꿀템이야, ㄴㅇㄱ?","요즘 감성적인 사진 찍는 것이 정말 좋은 아이템이에요, 그렇죠?"
06436,20s,긍정,오늘은 꿀템 샀는데 진짜 존맛탱이야! 감성샷도 찍었고 ㅇㅈ이지?,"오늘은 좋은 제품을 샀는데 정말 맛있어요! 감성적인 사진도 찍었고, 잘 아시죠?"
06437,20s,긍정,어제 친구랑 감성샷 찍으러 갔는데 존맛탱인 카페를 발견해서 너무 좋았어!,어제 친구와 감성 사진을 찍으러 갔는데 정말 맛있는 카페를 발견해서 너무 좋았어요!
06438,10s,긍정,"이번 주말에 친구들이랑 랜선모임 할 건데, ㅇㅈ이지? 꿀잼일 듯!","이번 주말에 친구들이랑 영상통화 모임을 할 건데, 너도 동의하니? 재미있을 것 같아!"
06439,20s,긍정,"오늘도 갓생 살면서 혼밥했는데, 감성샷 찍는 게 꿀잼이더라.","오늘도 좋은 하루를 보내며 혼자 밥을 먹었는데, 감성적인 사진을 찍는 것이 정말 재미있더라."
06440,10s,긍정,"이번 주말에 친구들이랑 랜선으로 영화 볼 건데, 진짜 존잼일 듯!","이번 주말에 친구들과 온라인으로 영화를 볼 건데, 정말 재미있을 것 같아요!"
06441,20s,긍정,"오늘 완전 존맛탱인 집밥 먹었는데, 이거 감성샷 찍어야지! ㅎㅎ","오늘 정말 맛있는 집밥을 먹었는데, 이것 좀 찍어야겠다!"
06442,10s,긍정,"어제 친구랑 인생샷 찍으러 갔는데, 감성폭발 해버림 ㅋㅋ","어제 친구와 함께 인생 사진을 찍으러 갔는데, 정말 감동적이었어요."
06443,20s,긍정,오늘 날씨가 완전 갓벽이라서 감성샷 찍으러 갈 생각이야! ㅇㅈ?,오늘 날씨가 정말 좋아서 사진 찍으러 갈 생각이야! 맞지?
06444,20s,긍정,"오늘 영화 보러 갔는데 주인공이 미쳤다, 진짜 갓생 사는 것 같아! ㅇㅈ?","오늘 영화를 보러 갔는데 주인공이 정말 뛰어났어요. 진짜 멋지게 살아가는 것 같아요, 그렇죠?"
06445,10s,긍정,"어제 친구랑 감성샷 찍었는데, 진짜 갓벽한 인생샷이 나왔어!","어제 친구와 함께 감성적인 사진을 찍었는데, 정말 완벽한 인생 사진이 나왔어요!"
06446,20s,긍정,"이번 주말에 친구들이랑 혼술하면서 감성샷 찍으려고 하는데, 그거 완소남 소개해줘!","이번 주말에 친구들과 함께 혼자 술 마시면서 감성적인 사진을 찍으려고 하는데, 그 사람을 추천해줘!"
06447,10s,부정,"오늘 너무 개이득인데, 친구들한테 감성샷 찍어보자고 했더니 갑분싸됨 ㅋㅋ","오늘 너무 좋은데, 친구들에게 감성 있는 사진을 찍자고 했더니 분위기가 갑자기 싸해졌어."
06448,20s,긍정,"오늘은 완소남과 감성샷 찍으러 갔는데, 진짜 미쳤다!","오늘은 정말 좋아하는 남자친구와 감성적인 사진을 찍으러 갔는데, 정말 좋았습니다!"
06449,10s,긍정,오늘 존맛탱으로 떡상한 카페에서 감성샷 찍고 왔어!,오늘 정말 맛있는 카페에서 감성적인 사진을 찍고 왔어요!
06450,20s,긍정,"어제 친구들하고 혼술 하면서 GG했더니, 진짜 꿀잼이었어!","어제 친구들과 혼자 술을 마시면서 게임을 했더니, 정말 재밌었어!"
06451,10s,긍정,오늘 감성샷 찍으러 가는데 걔가 갑툭튀해서 깜짝 놀랐다 ㅋㅋ,오늘 감성 있는 사진 찍으러 가는데 친구가 예상치 않게 나타나서 깜짝 놀랐다.
06452,20s,긍정,요즘 갓벽한 감성샷 찍으러 나가면 다들 ㅇㅈ이지~,요즘 완벽한 감성 사진을 찍으러 나가면 모두가 인정하죠.
06453,20s,긍정,오늘은 감성샷 찍으러 카페 갔다가 존맛탱 디저트 먹으니까 완전 꿀잼이었어!,오늘은 감성 사진을 찍으러 카페에 갔다가 정말 맛있는 디저트를 먹으니 완전히 재미있었어!
06454,10s,긍정,"어제 친구랑 카페 갔는데, 감성샷 폭발하고 오졌다 진짜!",어제 친구와 카페에 가서 감성 넘치는 사진을 많이 찍었는데 정말 좋았어요.
06455,20s,긍정,"이번 주말에 친구들이랑 랜선모임 하기로 했는데, 꿀템들 준비해가야겠다!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 좋은 준비물을 가져가야겠다!"
06456,10s,긍정,"이번에 친구들하고 감성샷 찍으러 갔는데, 진짜 존잼이었어! ㅇㅈ이지?","이번에 친구들과 감성적인 사진을 찍으러 갔는데, 정말 재미있었어요! 맞죠?"
06457,10s,중립,"어제 친구랑 감성샷 찍으러 갔는데, 갑분싸였던 거 기억해? ㅋㅋ","어제 친구와 감성적인 사진을 찍으러 갔는데, 순간 분위기가 갑자기 싸해졌던 거 기억해?"
06458,10s,부정,"오늘 친구랑 감성샷 찍으러 갔는데, 갑분싸 분위기라서 완전 뇌절했어.","오늘 친구와 감성 있는 사진을 찍으러 갔는데, 갑자기 분위기가 싸해져서 정말 당황했어."
06459,20s,긍정,"이번 주말에 친구들이랑 랜선으로 만날 건데, 꿀잼 예상해!","이번 주말에 친구들과 온라인으로 만날 예정인데, 재미있을 것 같아!"
06460,20s,긍정,"오늘 완소남이랑 카페에서 감성샷 찍었는데, 진짜 미쳤다!","오늘 정말 좋은 남자친구와 카페에서 분위기 좋은 사진을 찍었는데, 진짜 대단했다!"
06461,10s,부정,"어제 친구랑 밥플릭스 보면서 존맛탱인 떡볶이 먹었는데, 감성샷 찍는 걸 깜빡했어, ㅠㅠ","어제 친구와 함께 영화 보면서 맛있는 떡볶이를 먹었는데, 사진 찍는 것을 까먹었어, 아쉬워."
06462,20s,긍정,"오늘은 감성샷 좀 찍어야겠어, 이 분위기 진짜 갓벽이야!","오늘은 감성적인 사진을 좀 찍어야겠어, 이 분위기가 정말 완벽해!"
06463,20s,긍정,"이번 주말은 인맥 넓히기 위해 랜선 모임에 참석해 보려고, 괜찮은 시간대에 GG해줘!","이번 주말은 인맥을 넓히기 위해 온라인 모임에 참석할 예정이니, 괜찮은 시간에 알려줘."
06464,10s,긍정,요즘 GG 아는 애들 많지? 걔네랑 같이 놀면 진짜 꿀잼이야.,요즘에 게임을 잘하는 친구들이 많지? 그 친구들과 함께 놀면 정말 재미있어.
06465,10s,부정,"오늘 친구랑 감성샷 찍으러 갔는데, 갑분싸라서 노잼이었어.","오늘 친구와 감성 사진을 찍으러 갔는데, 분위기가 갑자기 싸해져서 재미없었어."
06466,10s,긍정,"이번 주말에 친구들이랑 랜선모임 하는데, 진짜 꿀잼일 듯 ㅋㅋ 기대돼!","이번 주말에 친구들과 온라인 모임을 하는데, 정말 재미있을 것 같아서 기대돼!"
06467,20s,긍정,"오늘 날씨 개이득이야, 완전 감성샷 찍기 좋은 날인데 나 혼자서만 있는 게 아쉽다.",오늘 날씨가 정말 좋네요. 완벽한 분위기에서 사진을 찍기 좋은 날인데 혼자 있어서 아쉽습니다.
06468,20s,부정,"요즘 감성샷 찍으러 갔는데, 갑분싸 돼서 너무 아쉬웠다 ㅠㅠ","요즘 감성적인 사진을 찍으러 갔는데, 분위기가 갑자기 침체되어서 너무 아쉬웠다."
06469,20s,부정,"오늘도 GG하며 갓생 살려고 열심히 일하는 중인데, 갑분싸라서 좀 우울해.","오늘도 잘하고자 하며 좋은 삶을 살려고 열심히 일하는 중인데, 갑자기 분위기가 싸해서 좀 우울해."
06470,20s,부정,오늘도 존맛탱인 카페 음료수 마시면서 감성샷 찍으려다가 갑분싸돼서 슬프다.,오늘도 정말 맛있는 카페 음료수를 마시며 감성적인 사진을 찍으려다 갑자기 분위기가 싸해져서 슬프다.
06471,10s,부정,오늘 노잼이었는데 갑분싸로 분위기 망했네.,오늘 재미가 없었는데 갑자기 분위기가 망가졌어.
06472,20s,긍정,오늘 진짜 갓생 찾았다! 감성샷 찍고 싶어서 혼코노 갔다 올 예정이야~,오늘 정말 멋진 삶을 찾았다! 감성적인 사진을 찍고 싶어서 혼자 노래방에 다녀올 예정이야.
06473,20s,긍정,"요즘 감성샷 찍으러 카페 갔는데, 친구가 갑분띠해서 웃겨 죽는 줄 알았어 ㅋㅋ.","요즘 감성적인 사진 찍으러 카페에 갔는데, 친구가 갑자기 분위기를 바꿔서 웃겨 죽는 줄 알았어."
06474,10s,긍정,요즘 감성샷 찍으러 스몰웨딩 다니는 게 너무 존잼이야!,요즘 감성 있는 사진 찍으러 작은 결혼식에 가는 것이 정말 재미있어요!
06475,10s,긍정,오늘 친구들이랑 몰디브 가서 감성샷 찍었는데 진짜 갓벽했어 ㅋㅋ,오늘 친구들과 몰디브에 가서 멋진 사진을 찍었는데 정말 완벽했어요.
06476,20s,부정,오늘도 혼코노 하다가 갑분싸 오네ㅠㅠ,오늘도 혼자 노래 부르다가 분위기가 갑자기 싸해졌네ㅠㅠ
06477,20s,긍정,"오늘 하루 완전 꿀템 발견해서 감성샷 찍었는데, 올릴 생각하니 벌써부터 설레네 ㅋㅋ","오늘 하루 아주 좋은 아이템을 발견해서 감성 사진을 찍었는데, 올릴 생각을 하니 벌써부터 설레네요."
06478,20s,중립,"어제 친구들이랑 랜선 모임 하면서 존잼인 드라마 얘기했는데, 갑자기 고구마 같은 질문이 나와서 빡겜모드 들어갔어.","어제 친구들과 온라인 모임을 하면서 정말 재미있는 드라마 이야기를 했는데, 갑자기 답답한 질문이 나와서 집중해야 했어요."
06479,20s,긍정,"이번 주말에 친구들이랑 감성샷 찍으러 가기로 했는데, 완전 꿀템 조합이야!","이번 주말에 친구들과 감성적인 사진을 찍으러 가기로 했는데, 정말 좋은 조합이에요!"
06480,20s,긍정,"어제 친구들이랑 감성샷 찍으러 갔는데, 진짜 존맛탱 음식도 있었고, 갑분싸 분위기라서 재밌었어.","어제 친구들과 감성적인 사진을 찍으러 갔는데, 정말 맛있는 음식도 있었고, 분위기가 갑자기 식어서 재미있었어요."
06481,20s,긍정,"이번 주말에 친구들이랑 랜선 모임 하는데, 존잼 기대 중이야!","이번 주말에 친구들과 온라인 모임을 하는데, 재미있을 것 같아서 기대하고 있어!"
06482,20s,긍정,"오늘은 나랑 친구들이랑 감성샷 찍으러 갔는데, 진짜 존맛탱 음식들 먹어서 완전 급핑각이었어!","오늘 친구들과 함께 감성 있는 사진을 찍으러 갔는데, 정말 맛있는 음식을 먹어서 완전히 기분이 좋았어요!"
06483,20s,긍정,오늘 갑분띠로 갑자기 친구들 만나서 꿀잼이었어!,오늘 갑작스럽게 친구들을 만나서 정말 재미있었어!
06484,20s,긍정,"이번 주말에 혼술 하면서 감성샷 찍어야지, 진짜 꿀템이야!",이번 주말에 혼자 술을 마시면서 감성적인 사진을 찍어야겠다. 정말 좋은 아이템이야!
06485,20s,긍정,"오늘 완소남이랑 감성샷 찍으러 갔는데, 진짜 존맛탱 음식이 너무 많아서 꿀잼이었어!","오늘 정말 멋진 친구와 감성적인 사진을 찍으러 갔는데, 정말 맛있는 음식이 너무 많아서 재미있었어!"
06486,10s,부정,"오늘 친구들이랑 만나서 꿀잼했는데, 갑분싸로 분위기 망함ㅠㅠ","오늘 친구들과 만나서 매우 즐거웠는데, 갑자기 분위기가 엉망이 되어버렸어요."
06487,20s,긍정,"오늘 혼밥하면서 꿀템 발견했는데 너무 맛있어서 감성샷 찍었어, ㅇㅈ이지?","오늘 혼자 밥을 먹으면서 좋은 음식 발견했는데 너무 맛있어서 감성 사진을 찍었어, 그렇지?"
06488,20s,긍정,오늘 감성샷 찍으러 갔는데 진짜 존맛탱인 카페 발견했어! ㅇㅈ이지?,오늘 감성 사진을 찍으러 갔는데 정말 맛있는 카페를 발견했어! 인정하지?
06489,20s,긍정,"요즘 완소남이랑 감성샷 찍으러 갔는데, 진짜 갓벽한 날씨라 꿀잼이었어!","요즘 정말 멋진 남자와 감성적인 사진을 찍으러 갔는데, 정말 완벽한 날씨여서 재미있었어요!"
06490,20s,긍정,오늘 감성샷 찍으러 ㄱㄱ! 완소남이랑 갬성 폭발하는 곳 가야지!,오늘 감성 있는 사진을 찍으러 가자! 좋은 친구와 감정이 부풀어 오르는 곳에 가야겠다!
06491,10s,긍정,"이번 주말에 친구들하고 랜선 모임 하기로 했는데, 완전 꿀템이야!","이번 주말에 친구들과 온라인 모임을 하기로 했는데, 정말 좋은 아이템이에요!"
06492,10s,긍정,오늘 학원 가는 길에 갑분띠로 친구를 만나서 꿀잼이었다 ㅎㅎ,오늘 학원 가는 길에 갑자기 친구를 만나서 정말 재밌었다.
06493,10s,긍정,"오늘 완전 꿀잼이었어! 팀이랑 랜선모임 하면서 감성샷 잔뜩 찍었지, ㅇㅈ?","오늘 정말 재미있었어! 팀과 온라인 모임을 하면서 감성적인 사진을 많이 찍었어, 그렇지?"
06494,20s,긍정,"오늘 드디어 갓벽한 인생샷 찍어서 인스타에 올렸는데, 반응이 갓생이네!","오늘 드디어 완벽한 인생 사진을 찍어서 인스타그램에 올렸는데, 반응이 좋네요!"
06495,20s,부정,오늘 친구들이랑 감성샷 찍으러 갔는데 갑분싸 되더라 ㅋㅋ,오늘 친구들과 감성적인 사진을 찍으러 갔는데 분위기가 갑자기 싸해지더라.
06496,20s,부정,"오늘 기념일이라 감성샷 찍으러 갔는데, 갑자기 쟤가 나타나서 갑분싸 됐어.","오늘 기념일이라 감성 있는 사진을 찍으러 갔는데, 갑자기 그 친구가 나타나서 분위기가 식었어."
